YEAR,STATE,RATE,DEATHS,LAT,LON
2014,Georgia,11.9,1206,33.040619,-83.643074
2014,Hawaii,10.9,157,21.094318,-157.498337
2014,Idaho,13.7,212,44.240459,-114.478828
2014,Illinois,13.1,1705,40.349457,-88.986137
2014,Indiana,18.2,1172,39.849426,-86.258278
2014,Iowa,8.8,264,42.011539,-93.210526
2014,Kansas,11.7,332,38.5266,-96.726486
2014,Kentucky,24.7,1077,37.66814,-84.670067
2014,Louisiana,16.9,777,31.169546,-91.867805
2014,Maine,16.8,216,44.693947,-69.381927
2014,Maryland,17.4,1070,39.063946,-76.802101
2014,Massachusetts,19,1289,42.230171,-71.530106
2014,Michigan,18,1762,43.326618,-84.536095
2014,Minnesota,9.6,517,45.694454,-93.900192
2014,Mississippi,11.6,336,32.741646,-89.678696
2014,Missouri,18.2,1067,38.456085,-92.288368
2014,Montana,12.4,125,46.921925,-110.454353
2014,Nebraska,7.2,125,41.12537,-98.268082
2014,Nevada,18.4,545,38.313515,-117.055374
2014,New Hampshire,26.2,334,43.452492,-71.563896
2014,New Jersey,14,1253,40.298904,-74.521011
2014,New Mexico,27.3,547,34.840515,-106.248482
2014,New York,11.3,2300,42.165726,-74.948051
2014,North Carolina,13.8,1358,35.630066,-79.806419
2014,North Dakota,6.3,43,47.528912,-99.784012
2014,Ohio,24.6,2744,40.388783,-82.764915
2014,Oklahoma,20.3,777,35.565342,-96.928917
2014,Oregon,12.8,522,44.572021,-122.070938
2014,Pennsylvania,21.9,2732,40.590752,-77.209755
2014,Rhode Island,23.4,247,41.680893,-71.51178
2014,South Carolina,14.4,701,33.856892,-80.945007
2014,South Dakota,7.8,63,44.299782,-99.438828
2014,Tennessee,19.5,1269,35.747845,-86.692345
2014,Texas,9.7,2601,31.054487,-97.563461
2014,Utah,22.4,603,40.150032,-111.862434
2014,Vermont,13.9,83,44.045876,-72.710686
2014,Virginia,11.7,980,37.769337,-78.169968
2014,Washington,13.3,979,47.400902,-121.490494
2014,West Virginia,35.5,627,38.491226,-80.954212
2014,Wisconsin,15.1,853,44.268543,-89.616508
2014,Wyoming,19.4,109,42.755966,-107.30249
2005,Alabama,6.3,283,32.806671,-86.79113
2005,Alaska,11.4,79,61.370716,-152.404419
2005,Arizona,14.1,794,33.729759,-111.431221
2005,Arkansas,10.1,269,34.969704,-92.373123
2005,California,9,3214,36.116203,-119.681564
2005,Colorado,12.7,608,39.059811,-105.311104
2005,Connecticut,8.5,295,41.597782,-72.755371
2005,Delaware,7.5,62,39.318523,-75.507141
2005,Florida,13.5,2371,27.766279,-81.686783
2005,Georgia,8.2,738,33.040619,-83.643074
2005,Hawaii,9.4,126,21.094318,-157.498337
2005,Idaho,8.1,109,44.240459,-114.478828
2005,Illinois,8.4,1067,40.349457,-88.986137
2005,Indiana,9.8,610,39.849426,-86.258278
2005,Iowa,4.8,141,42.011539,-93.210526
2005,Kansas,9.1,241,38.5266,-96.726486
2005,Kentucky,15.3,638,37.66814,-84.670067
2005,Louisiana,14.7,661,31.169546,-91.867805
2005,Maine,12.4,163,44.693947,-69.381927
2005,Maryland,11.4,656,39.063946,-76.802101
2005,Massachusetts,12,780,42.230171,-71.530106
2005,Michigan,9.8,985,43.326618,-84.536095
2005,Minnesota,5.4,282,45.694454,-93.900192
2005,Mississippi,8.8,248,32.741646,-89.678696
2005,Missouri,10.7,608,38.456085,-92.288368
